model,framework,query_idx,final_pass,delivered,artifact_delivered,official_delivered,tokens,cost_usd,runtime_seconds,failure_reason
gemma,planner_executor,14,True,True,True,True,11188,0.0018611349999999999,32.3762,
gemma,planner_executor,15,True,True,True,True,8716,0.00129518,42.2935,
gemma,planner_executor,16,True,True,True,True,10885,0.00182007,24.8619,
gemma,planner_executor,17,False,True,True,True,10341,0.00151823,32.2148,hard:valid_cost
gemma,planner_executor,18,True,True,True,True,11821,0.00169448,23.8871,
gemma,planner_executor,19,False,True,True,True,11153,0.00161031,26.8011,hard:valid_cost
gemma,planner_executor,20,False,True,True,True,16383,0.00282527,170.5892,commonsense:valid_transportation
gemma,planner_executor,21,False,True,True,True,14201,0.00206513,30.6938,commonsense:valid_transportation;hard:valid_cost
gemma,planner_executor,22,True,True,True,True,15672,0.00223561,29.938,
gemma,planner_executor,23,False,True,True,True,14497,0.00214106,68.2113,commonsense:valid_transportation
gemma,planner_executor,24,False,True,True,True,13948,0.00216332,75.2584,commonsense:valid_transportation
gemma,planner_executor,25,False,True,True,True,15714,0.002736675,23.9299,commonsense:valid_transportation;hard:valid_cost
gemma,planner_executor,26,True,True,True,True,13818,0.00241299,41.7674,
gemma,planner_executor,27,True,True,True,True,13978,0.00217636,66.3373,
gemma,planner_executor,28,True,True,True,True,12556,0.002178655,46.9192,
gemma,planner_executor,29,True,True,True,True,12285,0.0018338,72.9756,
gemma,planner_executor,30,False,True,True,True,14286,0.00223924,61.0361,commonsense:valid_transportation
gemma,planner_executor,31,False,True,True,True,14005,0.00207857,39.2922,commonsense:valid_transportation
gemma,planner_executor,32,False,True,True,True,15473,0.0023653800000000003,42.5201,commonsense:valid_info_current_city;commonsense:valid_transportation
gemma,planner_executor,33,False,True,True,True,13878,0.00206328,38.6405,commonsense:valid_transportation
gemma,planner_executor,34,True,True,True,True,14766,0.00211583,29.3189,
gemma,planner_executor,35,False,True,True,True,16061,0.00235727,64.0391,commonsense:valid_transportation
gemma,planner_executor,36,False,True,True,True,16211,0.00238265,26.4577,commonsense:valid_transportation
gemma,planner_executor,37,False,True,True,True,13661,0.0023927,22.42,commonsense:valid_transportation
gemma,planner_executor,38,True,True,True,True,15793,0.00229387,26.8006,
gemma,planner_executor,39,True,True,True,True,15004,0.00278657,140.8918,
gemma,planner_executor,40,False,True,True,True,18738,0.00330558,35.9837,hard:valid_cost
gemma,planner_executor,41,False,True,True,True,20845,0.00310616,87.1898,commonsense:valid_transportation
gemma,planner_executor,42,False,True,True,True,20224,0.00289512,84.0527,commonsense:valid_transportation
gemma,planner_executor,43,False,True,True,True,18645,0.00291762,84.4045,hard:valid_cost
gemma,planner_executor,44,False,True,True,True,18461,0.0034038799999999998,38.8449,commonsense:valid_info_current_city;hard:valid_cost
gemma,planner_executor,45,True,True,True,True,19904,0.0030424,46.3927,
gemma,planner_executor,46,False,True,True,True,21523,0.0040658199999999995,131.2084,commonsense:valid_transportation
gemma,planner_executor,47,False,True,True,True,18641,0.00337076,70.7074,commonsense:valid_transportation;commonsense:valid_accommodation
gemma,planner_executor,48,False,True,True,True,18809,0.00281554,58.9263,commonsense:valid_transportation
gemma,planner_executor,49,False,True,True,True,21306,0.00312973,89.6211,commonsense:valid_transportation
gemma,planner_executor,50,True,True,True,True,19533,0.0030266,72.0965,
gemma,planner_executor,51,True,True,True,True,19250,0.00301428,66.1698,
gemma,planner_executor,52,False,True,True,True,19897,0.003261755,66.9932,commonsense:valid_info_current_city
gemma,planner_executor,53,False,True,True,True,20911,0.00295368,93.9147,commonsense:valid_info_current_city;commonsense:valid_transportation
gemma,planner_executor,54,False,True,True,True,20180,0.00303987,116.4141,commonsense:valid_transportation
gemma,planner_executor,55,False,True,True,True,22829,0.00347556,145.8038,commonsense:valid_transportation
gemma,planner_executor,56,False,True,True,True,20273,0.0030114499999999997,45.1847,commonsense:valid_transportation;hard:valid_cost
gemma,planner_executor,57,False,True,True,True,20505,0.0029416499999999996,66.6663,commonsense:valid_info_current_city;commonsense:valid_transportation
gemma,planner_executor,58,True,True,True,True,17554,0.00252241,26.145,
gemma,planner_executor,59,False,True,True,True,19860,0.00335957,75.8299,commonsense:valid_info_current_city;commonsense:valid_transportation
gemma,planner_executor,60,True,True,True,True,7773,0.00111074,19.2651,
gemma,planner_executor,61,False,True,True,True,9254,0.00137368,31.5164,hard:valid_cost
gemma,planner_executor,62,True,True,True,True,9407,0.0014571200000000001,55.4008,
gemma,planner_executor,63,True,True,True,True,10614,0.0015928000000000001,43.7965,
gemma,planner_executor,64,True,True,True,True,10779,0.00158385,41.2294,
gemma,planner_executor,65,True,True,True,True,7113,0.0011613449999999998,24.3759,
gemma,planner_executor,66,True,True,True,True,10330,0.00156762,44.768,
gemma,planner_executor,67,True,True,True,True,7156,0.00107603,39.699,
gemma,planner_executor,68,True,True,True,True,9024,0.0013207000000000002,32.3568,
gemma,planner_executor,69,False,True,True,True,7589,0.00119402,82.2168,hard:valid_cuisine
gemma,planner_executor,70,True,True,True,True,7933,0.00117474,28.6142,
gemma,planner_executor,71,True,True,True,True,8864,0.0013209200000000002,32.3684,
gemma,planner_executor,72,False,True,True,True,8833,0.00148207,25.1586,hard:valid_cost
gemma,planner_executor,73,True,True,True,True,9093,0.0013519600000000001,32.8494,
gemma,planner_executor,74,False,True,True,True,10427,0.00152907,29.882,hard:valid_cost
gemma,planner_executor,75,True,True,True,True,9515,0.0013417,24.0777,
gemma,planner_executor,76,False,True,True,True,7685,0.0011555699999999999,110.5344,hard:valid_cost
gemma,planner_executor,77,False,True,True,True,10076,0.001627275,18.4701,hard:valid_cost
gemma,planner_executor,78,True,True,True,True,9146,0.00160383,38.8218,
gemma,planner_executor,79,False,True,True,True,9792,0.00138096,20.7586,hard:valid_cost
gemma,planner_executor,80,False,True,True,True,14042,0.0021528199999999997,125.9907,commonsense:valid_transportation
gemma,planner_executor,81,False,True,True,True,16384,0.00229867,28.639,commonsense:valid_transportation
gemma,planner_executor,82,True,True,True,True,14279,0.0020420200000000003,34.0408,
gemma,planner_executor,83,False,True,True,True,15449,0.0022804,66.2787,commonsense:valid_transportation;hard:valid_room_type
gemma,planner_executor,84,False,True,True,True,17911,0.00252693,67.53,commonsense:valid_transportation
gemma,planner_executor,85,False,True,True,True,13909,0.00198942,42.2282,hard:valid_room_type
gemma,planner_executor,86,False,True,True,True,15825,0.0023598200000000003,88.2544,commonsense:valid_transportation
gemma,planner_executor,87,True,True,True,True,14466,0.00215543,61.9094,
gemma,planner_executor,88,False,True,True,True,16299,0.002629455,40.1162,commonsense:valid_transportation;commonsense:valid_accommodation
gemma,planner_executor,89,False,True,True,True,15159,0.00224399,50.4373,commonsense:valid_transportation;commonsense:valid_accommodation;hard:valid_cost;hard:valid_room_type
gemma,planner_executor,90,False,True,True,True,14596,0.0020972300000000003,57.7336,commonsense:valid_info_current_city;commonsense:valid_accommodation;hard:valid_room_type
gemma,planner_executor,91,False,True,True,True,16989,0.002875505,85.0384,commonsense:valid_transportation;commonsense:valid_accommodation;hard:valid_cost
gemma,planner_executor,92,False,True,True,True,14231,0.00212208,44.4646,hard:valid_cost
gemma,planner_executor,93,False,True,True,True,14700,0.00278888,268.8724,commonsense:valid_transportation
gemma,planner_executor,94,False,True,True,True,13772,0.002277485,52.4347,commonsense:valid_transportation;hard:valid_cost
gemma,planner_executor,95,False,True,True,True,13942,0.00250576,68.2796,commonsense:valid_info_sandbox;commonsense:valid_transportation
gemma,planner_executor,96,False,True,True,True,14181,0.002482255,31.0549,commonsense:valid_info_sandbox;commonsense:valid_transportation
gemma,planner_executor,97,False,True,True,True,14870,0.0021581,38.563,commonsense:valid_accommodation
gemma,planner_executor,98,True,True,True,True,14238,0.0021264400000000003,58.0291,
gemma,planner_executor,99,False,True,True,True,13611,0.00241581,42.6319,hard:valid_cost;hard:valid_room_type
gemma,planner_executor,100,True,True,True,True,17603,0.0030397849999999997,55.9633,
gemma,planner_executor,101,False,True,True,True,17206,0.003084645,73.3622,commonsense:valid_transportation;hard:valid_cost
gemma,planner_executor,102,True,True,True,True,17918,0.0032117400000000003,52.4556,
gemma,planner_executor,103,True,True,True,True,17033,0.00257041,58.0003,
gemma,planner_executor,104,False,True,True,True,18708,0.003111605,48.527,commonsense:valid_info_sandbox;commonsense:valid_transportation
gemma,planner_executor,105,True,True,True,True,18867,0.00286133,59.3085,
gemma,planner_executor,106,False,True,True,True,18338,0.0026601899999999998,52.0036,commonsense:valid_info_current_city;commonsense:valid_transportation;commonsense:valid_accommodation
gemma,planner_executor,107,False,True,True,True,19284,0.0032997,46.5174,commonsense:valid_accommodation
gemma,planner_executor,108,False,True,True,True,20147,0.00296322,74.1654,commonsense:valid_transportation;hard:valid_cost
gemma,planner_executor,109,False,True,True,True,21422,0.00316841,54.3421,commonsense:valid_transportation
gemma,planner_executor,110,False,True,True,True,18605,0.0027630099999999998,56.6418,commonsense:valid_transportation
gemma,planner_executor,111,True,True,True,True,19435,0.0028936400000000003,62.7807,
gemma,planner_executor,112,False,True,True,True,18253,0.00265364,58.4335,commonsense:valid_accommodation
gemma,planner_executor,113,False,True,True,True,20533,0.00317102,121.206,commonsense:valid_info_current_city;commonsense:valid_accommodation
gemma,planner_executor,114,False,True,True,True,21516,0.0032587199999999997,64.4997,commonsense:valid_transportation
gemma,planner_executor,115,False,True,True,True,19823,0.0033934,97.9112,commonsense:valid_accommodation;hard:valid_room_rule
gemma,planner_executor,116,False,True,True,True,20628,0.00316118,89.7106,commonsense:valid_accommodation
gemma,planner_executor,117,True,True,True,True,17697,0.0026633000000000004,66.2995,
gemma,planner_executor,118,False,True,True,True,19057,0.00297244,83.6271,commonsense:valid_accommodation
gemma,planner_executor,119,False,True,True,True,18456,0.00277871,58.522,commonsense:valid_info_current_city;commonsense:valid_transportation
gemma,planner_executor,120,False,True,True,True,7458,0.00109879,22.7152,hard:valid_cuisine
gemma,planner_executor,121,True,True,True,True,9082,0.0013217300000000001,29.1311,
gemma,planner_executor,122,False,True,True,True,9595,0.00146342,31.9479,hard:valid_cost
gemma,planner_executor,123,False,True,True,True,9843,0.00166919,18.9922,hard:valid_cost
gemma,planner_executor,124,False,True,True,True,11517,0.00172002,21.0023,hard:valid_cuisine
gemma,planner_executor,125,False,True,True,True,8800,0.00131248,41.7412,hard:valid_cost
gemma,planner_executor,126,True,True,True,True,8877,0.00138162,62.3731,
gemma,planner_executor,127,False,True,True,True,10424,0.0019556,179.7099,hard:valid_cost
gemma,planner_executor,128,False,True,True,True,8852,0.00136694,41.3319,hard:valid_cost
gemma,planner_executor,129,False,True,True,True,8321,0.00119298,35.0887,hard:valid_cost;hard:valid_cuisine
gemma,planner_executor,130,False,True,True,True,11075,0.00161677,52.0044,hard:valid_cost;hard:valid_cuisine
gemma,planner_executor,131,False,True,True,True,10857,0.00165154,73.5216,hard:valid_cost;hard:valid_cuisine
gemma,planner_executor,132,True,True,True,True,10611,0.00161918,53.8693,
gemma,planner_executor,133,True,True,True,True,10382,0.0014526600000000001,79.5063,
gemma,planner_executor,134,False,True,True,True,10336,0.0016543349999999998,34.5059,hard:valid_cost
gemma,planner_executor,135,False,True,True,True,11081,0.0016800399999999998,44.0086,hard:valid_cuisine
gemma,planner_executor,136,True,True,True,True,9437,0.0014439,45.0829,
gemma,planner_executor,137,False,True,True,True,8918,0.00132376,44.4483,hard:valid_cost;hard:valid_cuisine
gemma,planner_executor,138,True,True,True,True,8878,0.0013323200000000001,46.4801,
gemma,planner_executor,139,False,True,True,True,11570,0.00163385,40.5967,hard:valid_cost;hard:valid_cuisine
gemma,planner_executor,140,False,True,True,True,15673,0.002622645,54.7669,commonsense:valid_transportation;hard:valid_cost
gemma,planner_executor,141,True,True,True,True,16112,0.00236296,79.9731,
gemma,planner_executor,142,False,True,True,True,16034,0.00236323,86.7773,commonsense:valid_accommodation;hard:valid_room_type
gemma,planner_executor,143,False,True,True,True,11774,0.0018096599999999998,61.6425,hard:valid_cost
gemma,planner_executor,144,False,True,True,True,10909,0.0017428,78.636,hard:valid_cost
gemma,planner_executor,145,False,True,True,True,14737,0.002507975,99.5179,commonsense:not_absent
gemma,planner_executor,146,False,True,True,True,13163,0.002171785,89.6197,commonsense:valid_accommodation;hard:valid_cost
gemma,planner_executor,147,False,True,True,True,12438,0.00195478,132.7407,hard:valid_cost
gemma,planner_executor,148,False,True,True,True,10987,0.00168534,82.5196,commonsense:valid_transportation
gemma,planner_executor,149,False,True,True,True,14078,0.002322595,42.2539,hard:valid_cost;hard:valid_cuisine
gemma,planner_executor,150,True,True,True,True,15739,0.00296964,177.655,
gemma,planner_executor,151,True,True,True,True,12670,0.00198362,130.4671,
gemma,planner_executor,152,False,True,True,True,14537,0.0024677600000000003,60.8381,commonsense:valid_accommodation
gemma,planner_executor,153,False,True,True,True,16251,0.0028213250000000004,48.5925,hard:valid_cost
gemma,planner_executor,154,True,True,True,True,13389,0.002389275,90.8331,
gemma,planner_executor,155,False,True,True,True,13415,0.0025874599999999998,54.8717,hard:valid_cost
gemma,planner_executor,156,True,True,True,True,13968,0.00208924,65.4893,
gemma,planner_executor,157,True,True,True,True,16905,0.002818775,61.0163,
gemma,planner_executor,158,True,True,True,True,16168,0.0028196999999999996,55.7236,
gemma,planner_executor,159,False,True,True,True,10734,0.00172116,78.4091,hard:valid_cost
gemma,planner_executor,160,True,True,True,True,16804,0.00262452,113.2104,
gemma,planner_executor,161,True,True,True,True,17429,0.0025873800000000002,67.5544,
gemma,planner_executor,162,True,True,True,True,18910,0.00331665,106.9249,
gemma,planner_executor,163,False,True,True,True,16155,0.00292182,147.3488,hard:valid_cost
gemma,planner_executor,164,False,True,True,True,21066,0.00299208,78.1394,hard:valid_cost
gemma,planner_executor,165,True,True,True,True,15457,0.00287704,135.9653,
gemma,planner_executor,166,False,True,True,True,19699,0.0030748,138.2654,hard:valid_cost
gemma,planner_executor,167,False,True,True,True,18327,0.003271225,77.2578,commonsense:valid_transportation
gemma,planner_executor,168,True,True,True,True,15353,0.0023602700000000002,110.5578,
gemma,planner_executor,169,False,True,True,True,21390,0.00311044,103.1903,commonsense:valid_accommodation;hard:valid_room_rule
gemma,planner_executor,170,False,True,True,True,22265,0.00335214,107.4872,commonsense:valid_accommodation
gemma,planner_executor,171,False,True,True,True,20096,0.00309112,122.6889,commonsense:valid_info_current_city
gemma,planner_executor,172,False,True,True,True,16964,0.00260852,136.188,hard:valid_cost
gemma,planner_executor,173,True,True,True,True,15708,0.00249656,188.7667,
gemma,planner_executor,174,True,True,True,True,16059,0.00236867,60.7572,
gemma,planner_executor,175,True,True,True,True,17946,0.00273458,119.4938,
gemma,planner_executor,176,False,True,True,True,18754,0.00269727,101.8367,commonsense:valid_accommodation;hard:valid_cuisine
gemma,planner_executor,177,False,True,True,True,19667,0.003323075,111.0396,commonsense:valid_transportation
gemma,planner_executor,178,False,True,True,True,21716,0.00305708,57.7359,commonsense:valid_accommodation
gemma,planner_executor,179,False,True,True,True,19439,0.00337328,48.4198,commonsense:valid_transportation;hard:valid_cost
gemma,solo_cot,1,True,True,True,True,5389,0.001034075,101.7372,
gemma,solo_cot,2,True,True,True,True,5649,0.00080562,88.3975,
gemma,solo_cot,3,True,True,True,True,4376,0.00063638,59.7623,
gemma,solo_cot,4,True,True,True,True,5852,0.00089676,88.5394,
gemma,solo_cot,5,False,True,True,True,5366,0.00077383,45.6646,hard:valid_cost
gemma,solo_cot,6,True,True,True,True,5375,0.0008188,53.5692,
gemma,solo_cot,7,True,True,True,True,5018,0.00072809,42.257,
gemma,solo_cot,8,True,True,True,True,4726,0.0007295,97.6393,
gemma,solo_cot,9,True,True,True,True,5826,0.00090066,43.951,
gemma,solo_cot,10,True,True,True,True,5692,0.0008572,71.9525,
gemma,solo_cot,11,True,True,True,True,4366,0.00063183,46.2936,
gemma,solo_cot,12,True,True,True,True,4868,0.00075978,67.0161,
gemma,solo_cot,13,True,True,True,True,5403,0.00082298,54.4963,
gemma,solo_cot,14,True,True,True,True,6233,0.00087729,33.3632,
gemma,solo_cot,15,True,True,True,True,4988,0.0007719,44.8647,
gemma,solo_cot,16,True,True,True,True,6099,0.0013104,86.1119,
gemma,solo_cot,17,False,True,True,True,5824,0.00082537,47.246,hard:valid_cost
gemma,solo_cot,18,True,True,True,True,6499,0.00092137,51.3036,
gemma,solo_cot,19,False,True,True,True,6223,0.00087599,55.5107,hard:valid_cost
gemma,solo_cot,20,False,True,True,True,8864,0.0019135,60.2788,commonsense:valid_transportation
gemma,solo_cot,21,False,True,True,True,7684,0.00111567,105.4108,hard:valid_cost
gemma,solo_cot,22,True,True,True,True,8477,0.00130716,64.6999,
gemma,solo_cot,23,True,True,True,True,7889,0.00114157,69.5968,
gemma,solo_cot,24,True,True,True,True,7609,0.0011911,92.7579,
gemma,solo_cot,25,True,True,True,True,8533,0.00123254,146.497,
gemma,solo_cot,26,True,True,True,True,7567,0.00110521,56.2901,
gemma,solo_cot,27,True,True,True,True,7594,0.00110572,45.1125,
gemma,solo_cot,28,True,True,True,True,6918,0.00108552,53.1168,
gemma,solo_cot,29,True,True,True,True,6715,0.00107166,39.9092,
gemma,solo_cot,30,True,True,True,True,7714,0.0016856,133.7451,
gemma,solo_cot,31,False,True,True,True,7683,0.00119886,117.9817,commonsense:valid_info_sandbox
gemma,solo_cot,32,True,True,True,True,8375,0.001612525,32.1631,
gemma,solo_cot,33,True,True,True,True,7608,0.0011816,114.5109,
gemma,solo_cot,34,True,True,True,True,8024,0.00116462,59.8483,
gemma,solo_cot,35,True,True,True,True,8672,0.00124536,84.8265,
gemma,solo_cot,36,False,True,True,True,8707,0.00133182,59.288,commonsense:valid_transportation
gemma,solo_cot,37,False,True,True,True,7483,0.0014522,65.7316,commonsense:valid_transportation
gemma,solo_cot,38,True,True,True,True,8553,0.00122914,50.6908,
gemma,solo_cot,39,True,True,True,True,8126,0.00117563,63.3258,
gemma,solo_cot,40,False,True,True,True,10014,0.00157642,148.1564,hard:valid_cost
gemma,solo_cot,41,True,True,True,True,10975,0.00170186,61.73,
gemma,solo_cot,42,False,True,True,True,10741,0.00156158,93.2661,commonsense:valid_transportation
gemma,solo_cot,43,False,True,True,True,9870,0.00154898,181.0492,hard:valid_cost
gemma,solo_cot,44,True,True,True,True,9890,0.00144695,67.5762,
gemma,solo_cot,45,True,True,True,True,10632,0.00165878,92.9281,
gemma,solo_cot,46,False,True,True,True,11311,0.00174396,168.5833,commonsense:valid_transportation
gemma,solo_cot,47,True,True,True,True,10011,0.00157522,299.229,
gemma,solo_cot,48,True,True,True,True,10086,0.00159248,171.1664,
gemma,solo_cot,49,True,True,True,True,11348,0.00175538,138.1587,
gemma,solo_cot,50,True,True,True,True,10419,0.0020544,48.7665,
gemma,solo_cot,51,True,True,True,True,10246,0.0022805,68.5551,
gemma,solo_cot,52,True,True,True,True,10603,0.0016503,62.9343,
gemma,solo_cot,53,True,True,True,True,11164,0.00173274,103.2302,
gemma,solo_cot,54,False,True,True,True,10633,0.00166698,132.7428,commonsense:valid_transportation
gemma,solo_cot,55,False,True,True,True,12003,0.00171414,66.7722,commonsense:valid_transportation
gemma,solo_cot,56,False,True,True,True,10779,0.00156302,64.3747,commonsense:valid_transportation;hard:valid_cost
gemma,solo_cot,57,True,True,True,True,10867,0.00168934,81.0311,
gemma,solo_cot,58,False,True,True,True,9770,0.0015459,96.2961,commonsense:valid_info_current_city
gemma,solo_cot,59,True,True,True,True,10615,0.0015407,87.6846,
gemma,solo_cot,60,True,True,True,True,4528,0.00069528,68.1343,
gemma,solo_cot,61,True,True,True,True,5250,0.00081196,47.2023,
gemma,solo_cot,62,True,True,True,True,5318,0.0011557,105.6937,
gemma,solo_cot,63,True,True,True,True,5939,0.00089932,90.0323,
gemma,solo_cot,64,True,True,True,True,6020,0.00091248,101.537,
gemma,solo_cot,65,True,True,True,True,4217,0.0006585,53.7096,
gemma,solo_cot,66,True,True,True,True,5835,0.0008949,88.8068,
gemma,solo_cot,67,True,True,True,True,4167,0.0008264,35.8439,
gemma,solo_cot,68,True,True,True,True,5170,0.00079556,73.5449,
gemma,solo_cot,69,False,True,True,True,4406,0.00064028,60.8199,hard:valid_cuisine
gemma,solo_cot,70,True,True,True,True,4615,0.00066595,77.7803,
gemma,solo_cot,71,True,True,True,True,5091,0.00078658,45.0466,
gemma,solo_cot,72,True,True,True,True,5091,0.00073258,43.2638,
gemma,solo_cot,73,True,True,True,True,5197,0.00081416,40.9929,
gemma,solo_cot,74,False,True,True,True,5889,0.0011258,41.9571,hard:valid_cost
gemma,solo_cot,75,True,True,True,True,5426,0.0008301,88.3464,
gemma,solo_cot,76,True,True,True,True,4524,0.000885625,32.659,
gemma,solo_cot,77,False,True,True,True,5675,0.0012178,115.8076,hard:valid_cost;hard:valid_room_type
gemma,solo_cot,78,True,True,True,True,5238,0.00080742,40.3107,
gemma,solo_cot,79,False,True,True,True,5555,0.0008479,74.5085,hard:valid_cost
gemma,solo_cot,80,True,True,True,True,7714,0.0016868,82.3403,
gemma,solo_cot,81,False,True,True,True,8845,0.00134698,61.3657,commonsense:valid_transportation
gemma,solo_cot,82,True,True,True,True,7804,0.0017039,151.5768,
gemma,solo_cot,83,False,True,True,True,8358,0.00129856,45.0117,hard:valid_room_type
gemma,solo_cot,84,False,True,True,True,9591,0.00182825,23.6237,commonsense:valid_transportation
gemma,solo_cot,85,False,True,True,True,7614,0.0016596,110.7324,hard:valid_room_type
gemma,solo_cot,86,True,True,True,True,8502,0.0018486,103.445,
gemma,solo_cot,87,True,True,True,True,7859,0.00122714,58.8208,
gemma,solo_cot,88,False,True,True,True,8804,0.00134332,106.5726,commonsense:valid_transportation;commonsense:valid_accommodation
gemma,solo_cot,89,False,True,True,True,8252,0.0017947,30.3228,commonsense:valid_accommodation;hard:valid_room_type
gemma,solo_cot,90,False,True,True,True,7943,0.00124046,56.7683,commonsense:valid_accommodation;hard:valid_room_type
gemma,solo_cot,91,False,True,True,True,9127,0.00175745,40.5288,commonsense:valid_accommodation
gemma,solo_cot,92,True,True,True,True,7768,0.00120244,84.6838,
gemma,solo_cot,93,False,True,True,True,7965,0.0017241,42.6135,commonsense:valid_restaurants;commonsense:valid_transportation
gemma,solo_cot,94,False,True,True,True,7501,0.00117338,70.4823,hard:valid_cost
gemma,solo_cot,95,False,True,True,True,7630,0.0011865,41.3816,commonsense:valid_info_sandbox
gemma,solo_cot,96,False,True,True,True,7755,0.00120374,596.3728,commonsense:valid_info_sandbox
gemma,solo_cot,97,False,True,True,True,8047,0.0017636,230.957,commonsense:valid_accommodation
gemma,solo_cot,98,True,True,True,True,7760,0.00120756,36.0896,
gemma,solo_cot,99,False,True,True,True,7415,0.00114916,33.903,commonsense:valid_accommodation;hard:valid_room_type
gemma,solo_cot,100,True,True,True,True,9424,0.0020879,42.7417,
gemma,solo_cot,101,False,True,True,True,9217,0.0020474,57.0184,hard:valid_cost
gemma,solo_cot,102,True,True,True,True,9558,0.00151648,180.0753,
gemma,solo_cot,103,True,True,True,True,9170,0.00147126,41.5362,
gemma,solo_cot,104,False,True,True,True,9939,0.00155734,122.549,commonsense:valid_info_sandbox
gemma,solo_cot,105,True,True,True,True,9960,0.00156964,74.983,
gemma,solo_cot,106,False,True,True,True,9780,0.0019312,52.271,commonsense:valid_accommodation
gemma,solo_cot,107,False,True,True,True,10291,0.00161884,79.2261,hard:valid_room_rule
gemma,solo_cot,108,True,True,True,True,10707,0.0023256,37.4652,
gemma,solo_cot,109,False,True,True,True,11299,0.0024539,41.6359,commonsense:valid_transportation
gemma,solo_cot,110,True,True,True,True,9945,0.00194675,31.9827,
gemma,solo_cot,111,True,True,True,True,10408,0.00152629,76.8384,
gemma,solo_cot,112,False,True,True,True,9756,0.001937075,36.4726,commonsense:valid_accommodation
gemma,solo_cot,113,False,True,True,True,10887,0.0017041,84.009,commonsense:valid_accommodation
gemma,solo_cot,114,False,True,True,True,11398,0.00162949,46.5786,commonsense:valid_transportation
gemma,solo_cot,115,False,True,True,True,10539,0.0020676,36.0851,commonsense:valid_accommodation;hard:valid_room_rule
gemma,solo_cot,116,False,True,True,True,10925,0.0016972,46.1087,commonsense:valid_accommodation
gemma,solo_cot,117,True,True,True,True,9491,0.00139933,53.3636,
gemma,solo_cot,118,False,True,True,True,10108,0.00148229,54.9472,commonsense:valid_accommodation
gemma,solo_cot,119,False,True,True,True,9888,0.0021891,40.8755,commonsense:valid_transportation;commonsense:valid_accommodation
gemma,solo_cot,120,False,True,True,True,4338,0.00063594,42.7568,hard:valid_cuisine
gemma,solo_cot,121,True,True,True,True,5210,0.00079908,28.3538,
gemma,solo_cot,122,False,True,True,True,5437,0.001038575,28.8431,hard:valid_cost
gemma,solo_cot,123,True,True,True,True,5570,0.00084896,59.15,
gemma,solo_cot,124,False,True,True,True,6427,0.00090376,47.2941,hard:valid_cuisine
gemma,solo_cot,125,False,True,True,True,5020,0.000959425,26.0167,hard:valid_cost
gemma,solo_cot,126,True,True,True,True,5041,0.0007801,28.1371,
gemma,solo_cot,127,False,True,True,True,5857,0.00083091,38.9162,hard:valid_cost
gemma,solo_cot,128,False,True,True,True,5056,0.0010952,206.7486,hard:valid_cost
gemma,solo_cot,129,False,True,True,True,4782,0.00068391,40.0579,hard:valid_cost;hard:valid_cuisine
gemma,solo_cot,130,False,True,True,True,6166,0.00092876,32.1575,hard:valid_cost;hard:valid_cuisine
gemma,solo_cot,131,False,True,True,True,6033,0.00085379,29.0117,hard:valid_cost;hard:valid_cuisine
gemma,solo_cot,132,True,True,True,True,5951,0.0009088,50.5374,
gemma,solo_cot,133,True,True,True,True,5849,0.00110775,21.3739,
gemma,solo_cot,134,True,True,True,True,5798,0.00087412,30.5906,
gemma,solo_cot,135,False,True,True,True,6146,0.00093064,25.1512,hard:valid_cuisine
gemma,solo_cot,136,True,True,True,True,5342,0.00080902,33.0461,
gemma,solo_cot,137,False,True,True,True,5109,0.00073117,31.1492,hard:valid_cuisine
gemma,solo_cot,138,True,True,True,True,5067,0.00072921,39.6286,
gemma,solo_cot,139,False,True,True,True,6371,0.00096084,51.6713,hard:valid_cost;hard:valid_cuisine
gemma,solo_cot,140,False,True,True,True,8502,0.0018294,32.3085,commonsense:valid_transportation;hard:valid_cost
gemma,solo_cot,141,False,True,True,True,8732,0.00134338,40.4661,commonsense:valid_transportation
gemma,solo_cot,142,False,True,True,True,8572,0.00121611,84.6031,commonsense:valid_accommodation
gemma,solo_cot,143,False,True,True,True,6526,0.0014564,106.802,hard:valid_cost
gemma,solo_cot,144,False,True,True,True,6080,0.001225525,33.7,hard:valid_cost
gemma,solo_cot,145,True,True,True,True,7222,0.0014374,32.4801,
gemma,solo_cot,146,False,True,True,True,7202,0.00112398,47.4963,commonsense:valid_accommodation;hard:valid_cost
gemma,solo_cot,147,False,True,True,True,6808,0.00106908,50.1575,hard:valid_cost
gemma,solo_cot,148,True,True,True,True,6166,0.00092483,52.1266,
gemma,solo_cot,149,False,True,True,True,7657,0.00111466,49.1979,hard:valid_cost;hard:valid_cuisine
gemma,solo_cot,150,True,True,True,True,8494,0.00131682,36.282,
gemma,solo_cot,151,True,True,True,True,6965,0.00109656,32.7548,
gemma,solo_cot,152,False,True,True,True,7919,0.00113872,58.7516,commonsense:valid_accommodation
gemma,solo_cot,153,False,True,True,True,8764,0.00125382,41.294,hard:valid_cost
gemma,solo_cot,154,True,True,True,True,7307,0.00114778,33.187,
gemma,solo_cot,155,False,True,True,True,7283,0.001588,119.3208,hard:valid_cost
gemma,solo_cot,156,True,True,True,True,7611,0.0016581,57.6603,
gemma,solo_cot,157,True,True,True,True,9097,0.001727175,30.152,
gemma,solo_cot,158,True,True,True,True,8728,0.0018932,66.7645,
gemma,solo_cot,159,False,True,True,True,5971,0.001200925,28.7332,hard:valid_cost
